-2.37462;-1.26997;4.39797
-2.38926;-1.32403;4.44057
-2.40622;-1.21692;4.29103
-2.4646;-1.29205;4.41345
-2.55221;-1.25049;4.54796
-2.30333;-1.21716;4.18498
-2.39111;-1.22451;4.33739
-2.29975;-1.18594;4.23917
-2.26524;-1.32684;4.3707
-2.23201;-1.21698;4.27451
-2.24593;-1.26619;4.31775
-2.20691;-1.23182;4.16144
-2.33974;-1.22153;4.39423
-2.19379;-1.20911;4.27639
-2.19334;-1.29466;4.30572
-2.2429;-1.21036;4.21838
-2.28582;-1.20352;4.36754
-2.237;-1.27625;4.38044
-2.10996;-1.24677;4.36396
-2.10952;-1.27367;4.29459
-2.15367;-1.21292;4.35698
-2.11586;-1.26669;4.46448
-2.17692;-1.25922;4.3378
-2.18769;-1.30627;4.3766
-2.2332;-1.24467;4.44015
-2.08593;-1.27347;4.32855
-2.16051;-1.23344;4.45691
-2.09369;-1.22202;4.24483
-2.06276;-1.27694;4.36372
-1.87357;-1.22483;4.12511
-1.95595;-1.24789;4.29835
-1.89768;-1.17813;4.23397
-1.97751;-1.21348;4.33052
-1.85355;-1.22724;4.1662
-1.887;-1.21398;4.22631
-2.02876;-1.29969;4.30451
-1.94865;-1.25779;4.21199
-1.78837;-1.2639;4.20673
-1.86579;-1.25796;4.28525
-1.73517;-1.16124;4.12908
-1.72826;-1.17727;4.03918
-1.82679;-1.20731;4.26451
-1.81746;-1.3063;4.37669
-1.81264;-1.17484;4.13957
-1.79714;-1.25012;4.13656
-1.73631;-1.20604;4.15044
-1.72376;-1.07784;3.9068
-1.5506;-1.18173;3.89043
-1.69926;-1.15195;4.13163
-1.70301;-1.17664;4.2382
-1.65058;-1.17684;4.11958
-1.69739;-1.23147;4.34722
1.49599;-1.22983;4.17462
1.46571;-1.17041;4.00207
1.53077;-1.18532;4.07495
1.53713;-1.09585;3.93361
1.47834;-1.11418;3.85773
1.5361;-1.18507;3.97979
1.46904;-1.20493;3.99011
1.55651;-1.17417;4.15915
1.45631;-1.13248;3.99801
1.46423;-1.07353;3.84179
1.50648;-1.19616;3.99501
1.68432;-1.22176;4.05459
1.58044;-1.12277;3.74129
1.65762;-1.14007;4.03069
1.63612;-1.15971;4.06495
1.67663;-1.12382;3.99164
1.62326;-1.21424;4.10221
1.67772;-1.15739;3.97572
1.6322;-1.15708;3.9539
1.61079;-1.11208;4.02421
1.56239;-1.16725;3.85674
1.54939;-1.13302;3.84353
1.60117;-1.16674;4.06889
1.69822;-1.14176;3.84824
1.7769;-1.19145;4.11411
1.70491;-1.17595;3.93885
1.66331;-1.0926;3.78918
1.68461;-1.07715;3.85118
1.75779;-1.14678;4.09058
1.90099;-1.14494;4.06347
1.97919;-1.19414;4.12817
1.81562;-1.12803;3.87346
1.88992;-1.20264;4.00696
2.02923;-1.25518;4.21016
1.98639;-1.20208;4.05168
2.00359;-1.1795;4.10197
2.06856;-1.21745;4.13779
2.09803;-1.20725;4.12124
2.06858;-1.22379;4.04952
1.99936;-1.14918;4.0217
1.97491;-1.13415;4.06189
2.05774;-1.15365;4.06187
1.99701;-1.11609;4.03351
2.16749;-1.13108;4.05613
2.15642;-1.24464;4.14185
2.05989;-1.15955;3.98058
2.02217;-1.11015;3.9262
2.10347;-1.12562;4.00808
2.10413;-1.15652;3.99376
2.16372;-1.19683;4.0169
2.089;-1.12404;3.90025
2.04948;-1.16008;3.87904
2.21077;-1.14143;3.90553
2.24114;-1.18815;3.94165
2.14271;-1.0938;3.94587
2.18319;-1.154;3.92115
2.26552;-1.12665;4.09469
2.21901;-1.20148;3.96782
2.18385;-1.12001;3.93808
2.11002;-1.10966;3.87318
2.21116;-1.10919;3.92137
2.18667;-1.18053;3.99187
2.31736;-1.1365;4.03652
-2.38486;-1.12366;4.22405
-2.4872;-1.12776;4.40025
-2.44148;-1.12416;4.38982
-2.437;-1.15795;4.39678
-2.36361;-1.10158;4.39692
-2.32357;-1.15756;4.27074
-2.33636;-1.17813;4.37258
-2.52436;-1.07188;4.51618
-2.34868;-1.1374;4.38262
-2.33987;-0.974485;4.38368
-2.43402;-0.997338;4.40959
-2.48917;-0.978111;4.49879
-2.3551;-1.13079;4.31718
-2.36858;-1.09484;4.32869
-2.44536;-0.994524;4.35485
-2.37862;-1.10925;4.42597
-2.42652;-1.07015;4.34804
-2.30779;-1.03309;4.27385
-2.38593;-1.03228;4.40959
-2.3901;-1.17737;4.32239
-2.34501;-0.967362;4.31645
-2.37622;-1.0155;4.31442
-2.46193;-0.960692;4.37126
-2.20186;-1.1403;4.34333
-2.2434;-1.00363;4.44756
-2.26588;-1.07738;4.36176
-2.23367;-1.18725;4.34297
-2.27362;-1.12351;4.39295
-2.28036;-0.96535;4.42516
-2.34562;-1.06308;4.42525
-2.28089;-1.09584;4.47414
-2.29871;-1.08192;4.34798
-2.26196;-1.21608;4.48406
-2.24046;-0.957055;4.42551
-2.31791;-1.0064;4.35578
-2.29407;-1.12437;4.35343
-2.27623;-1.04083;4.36703
-2.28338;-1.0543;4.46302
-2.28546;-1.17284;4.43257
-2.27719;-1.1554;4.33542
-2.34106;-0.986444;4.46554
-2.23296;-1.11409;4.39172
-2.28408;-1.00019;4.36773
-2.34445;-0.98666;4.4724
-2.24454;-0.993673;4.36778
-2.08457;-1.15996;4.36124
-2.15436;-1.11044;4.48028
-2.11045;-1.1184;4.31573
-2.1845;-1.0686;4.44192
-2.1236;-1.15473;4.27689
-2.20054;-1.02371;4.37496
-2.24847;-1.13333;4.50833
-2.19972;-1.03534;4.45701
-2.2302;-1.08321;4.4528
-2.14652;-0.975871;4.41208
-2.03239;-1.16874;4.26377
-2.17265;-1.16638;4.53736
-2.06251;-1.03131;4.3483
-2.10898;-1.01324;4.43371
-2.0879;-0.959814;4.37004
-2.18381;-0.984002;4.40675
-2.0918;-1.14962;4.29198
-2.07476;-0.985169;4.27333
-2.2014;-1.15282;4.42557
-2.11118;-1.07463;4.30138
-2.08582;-1.03114;4.31407
-2.11572;-1.01595;4.44871
-2.14348;-0.997323;4.58262
-2.09539;-1.1379;4.45586
