0.285942;-0.349074;-0.720297;0.526837
0.0981634;-0.778855;-0.0284226
-0.925391;-0.493018;1.69601
-0.926454;-0.510718;1.69638
-0.9172;-0.476813;1.70194
-0.93086;-0.479303;1.69829
-0.945779;-0.482261;1.69711
-0.916784;-0.494257;1.70015
-0.943863;-0.499135;1.69297
-0.95917;-0.472397;1.70468
-0.908832;-0.505551;1.69996
-0.871702;-0.501735;1.71477
-0.895105;-0.493045;1.71196
-0.89697;-0.50482;1.70425
-0.880177;-0.517801;1.7088
-0.903058;-0.474447;1.70834
-0.895242;-0.475523;1.71462
-0.883518;-0.502708;1.70969
-0.901812;-0.490881;1.70622
-0.870354;-0.483973;1.71603
-0.870844;-0.519002;1.71469
-0.827754;-0.511238;1.72856
-0.839306;-0.483537;1.73461
-0.855418;-0.515783;1.71997
-0.845863;-0.498384;1.72666
-0.845015;-0.515173;1.72417
-0.832174;-0.497096;1.7312
-0.860268;-0.501558;1.72062
-0.864634;-0.486598;1.72213
-0.850665;-0.483992;1.729
-0.786473;-0.486792;1.73896
-0.790179;-0.516423;1.72801
-0.817944;-0.493688;1.73448
-0.77888;-0.516083;1.73232
-0.806659;-0.493679;1.73722
-0.776042;-0.487926;1.74203
-0.809206;-0.522431;1.72832
-0.786487;-0.504847;1.73456
-0.813398;-0.508716;1.7301
-0.822296;-0.479085;1.73942
-0.796489;-0.503622;1.73137
-0.760877;-0.48385;1.74639
-0.730387;-0.495859;1.75175
-0.759631;-0.500943;1.74353
-0.748468;-0.5282;1.74081
-0.765261;-0.514573;1.73693
-0.74749;-0.482321;1.75136
-0.734887;-0.508451;1.74477
-0.753699;-0.514107;1.74151
-0.767763;-0.498232;1.73894
-0.734184;-0.525865;1.74475
-0.738983;-0.493166;1.74677
-0.720347;-0.52389;1.74868
-0.682295;-0.502802;1.76506
-0.693534;-0.520638;1.75849
-0.710756;-0.50793;1.75422
-0.682249;-0.521412;1.76371
-0.703248;-0.492297;1.7623
-0.713372;-0.490716;1.75721
-0.695199;-0.503792;1.75923
-0.707093;-0.522337;1.75293
-0.726263;-0.510195;1.74928
-0.686492;-0.488254;1.76802
-0.671213;-0.503126;1.7703
-0.665517;-0.516392;1.7671
-0.653688;-0.498888;1.77463
-0.632603;-0.527437;1.7713
-0.636349;-0.512329;1.77514
-0.674865;-0.533978;1.7631
-0.662092;-0.532922;1.76538
-0.644151;-0.500709;1.77866
-0.645608;-0.52829;1.76773
-0.649252;-0.512789;1.77058
-0.58678;-0.537799;1.78445
-0.606025;-0.506714;1.78138
-0.613305;-0.538664;1.77373
-0.602551;-0.522287;1.77955
-0.623122;-0.492502;1.78121
-0.587566;-0.519561;1.7854
-0.617244;-0.524758;1.77532
-0.593469;-0.506842;1.78827
-0.623841;-0.512441;1.77802
-0.61068;-0.492348;1.78564
-0.545166;-0.515751;1.79973
-0.558452;-0.534972;1.79332
-0.538442;-0.546863;1.79622
-0.577006;-0.522435;1.79169
-0.539543;-0.528884;1.7962
-0.5696;-0.533078;1.78908
-0.551618;-0.502906;1.80552
-0.557342;-0.514231;1.79588
-0.580358;-0.505859;1.79592
-0.567983;-0.50683;1.80169
-0.537334;-0.501938;1.80891
-0.508408;-0.542509;1.80644
-0.526837;-0.528333;1.80148
-0.518289;-0.514934;1.81105
-0.498409;-0.526384;1.81291
-0.494427;-0.542296;1.81127
-0.487836;-0.510011;1.82239
-0.511271;-0.525914;1.80765
-0.499952;-0.508027;1.81618
-0.530089;-0.512865;1.80516
-0.447681;-0.534117;1.82289
-0.44421;-0.549585;1.82149
-0.468988;-0.523312;1.82286
-0.439429;-0.520489;1.83324
-0.450632;-0.51689;1.82702
-0.476969;-0.535632;1.81598
-0.481135;-0.521895;1.81809
-0.469689;-0.504121;1.82723
-0.434754;-0.53576;1.82954
-0.45925;-0.550873;1.81671
-0.465015;-0.539586;1.81921
-0.414469;-0.547121;1.83425
-0.379579;-0.535686;1.83955
-0.406296;-0.512766;1.84094
-0.42144;-0.51531;1.83796
-0.386585;-0.525321;1.84173
-0.418367;-0.531055;1.8354
-0.402668;-0.550934;1.83895
-0.379631;-0.557956;1.83922
-0.429108;-0.547136;1.82669
-0.402443;-0.529716;1.83823
-0.341602;-0.523713;1.86303
-0.332778;-0.553046;1.85635
-0.351494;-0.536897;1.85229
-0.373165;-0.528014;1.84928
-0.363368;-0.555223;1.84239
-0.356538;-0.523484;1.85716
-0.349387;-0.556161;1.85064
-0.337854;-0.538814;1.85898
-0.369019;-0.542376;1.8449
-0.301527;-0.550045;1.86852
-0.313607;-0.566792;1.86193
-0.288189;-0.528536;1.87304
-0.287063;-0.55142;1.87186
-0.282093;-0.563699;1.86993
-0.32484;-0.519037;1.86823
-0.321885;-0.537307;1.86524
-0.30594;-0.534759;1.86978
-0.318711;-0.554372;1.86322
-0.26546;-0.559786;1.87388
-0.254472;-0.546916;1.88328
-0.233264;-0.557667;1.8849
-0.269213;-0.545141;1.87598
-0.221334;-0.541674;1.89453
-0.256927;-0.527078;1.88512
-0.237376;-0.542842;1.88941
-0.25043;-0.561827;1.88062
-0.273226;-0.52927;1.87816
-0.241521;-0.527796;1.89146
-0.213243;-0.570497;1.88698
-0.204689;-0.539355;1.90133
-0.200933;-0.553621;1.8983
-0.188803;-0.540822;1.90823
-0.181134;-0.571448;1.90269
-0.197526;-0.571398;1.89708
-0.167602;-0.548998;1.90975
-0.217546;-0.557273;1.89024
-0.171404;-0.534096;1.91439
-0.18485;-0.555217;1.90513
-0.134372;-0.547585;1.9227
